cut,knife
cut,spoon
cut,fork
cut,scissors
pour,pot
pour,pan
pour,cup
pour,mug
pour,bowl
pour,glass
pour,can
pour,bottle
roll,rolling-pin
roll,bottle
roll,cup
roll,can
stir,spoon
stir,fork
stir,chopsticks
stir,whisk
hold,plate
hold,tray
hold,board
