knife,"0,3"
spoon,"0,3"
fork,"0,3"
scissors,0
pot,1
pan,1
cup,"1,2"
mug,1
bowl,1
glass,"1,2"
can,"1,2"
rolling-pin,1
bottle,"1,2"
chopsticks,3
whisk,3
plate,4
tray,4
board,4
